StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,1.,2.,3.,3b,4._1,4._2,4._3,4._4,4._5,4._6,4b,5._1,5._2,5._3,5._4,5._5,5._6,5b,6.,7.,8.,9.,10.,11.,12.,13.
2022-02-23 11:33:14,2022-02-23 11:45:44,IP Address,100,749,True,2022-02-23 11:45:45,R_1fdAeqAhqKoQQWX,anonymous,EN,ocean city,maryland,Car (own),,No difficulty,No difficulty,Great difficulty,No difficulty,Some difficulty,,,,,Occasionally,,Weekly,,,Weekly,Favorable,Favorable,Favorable,Need a European train model connecting the eastern shore to the cities & airports,,Yes,"Yes, our Public Transportation is pitiful compared to other English speaking countries."
2022-02-23 11:42:31,2022-02-23 11:47:00,IP Address,100,268,True,2022-02-23 11:47:01,R_5prbAhBdQJ32cSJ,anonymous,EN,Salisbury,MD,Car (own),,,I do not care to use,Great difficulty,Some difficulty,I do not care to use,No difficulty,,Daily,Never,Occasionally,Occasionally,Occasionally,,,Occasionally,Favorable,Opposed,Neutral,,"What is a ""taxi route""? Taxis travel wherever they wish.",Yes,"The bike lanes were an incredible waste of money. I never see ANYONE use them. Furthermore, the bike lanes impede auto traffic."
2022-02-23 11:44:58,2022-02-23 11:47:48,IP Address,100,169,True,2022-02-23 11:47:48,R_3DiM1mqLFbcQMKd,anonymous,EN,ocean pines,md,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Never,,Occasionally,Opposed,Favorable,Neutral,bike lanes everywhere wold be good.,trains too expensive to install,No,
2022-02-23 11:44:25,2022-02-23 11:48:21,IP Address,100,236,True,2022-02-23 11:48:21,R_1Dr2ZZ6ULYQMJgU,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,,Great difficulty,,Some difficulty,,,Daily,Occasionally,Occasionally,,Weekly,,,Occasionally,Favorable,Favorable,Favorable,Trains are a great way to get around especially on the east coast.  Here on the shore we don't have access.  I would love to have more options for travelling other than getting in a car.,,No,
2022-02-23 11:46:12,2022-02-23 11:51:07,IP Address,100,295,True,2022-02-23 11:51:07,R_3OliX5StSskSb1o,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Never,Never,,Occasionally,Favorable,Favorable,Favorable,"thinks that these options should be available to those who need/would like to use ",,Yes,would really like to have train service available to Wilmington where I could connect to other destinations
2022-02-23 11:49:55,2022-02-23 11:52:11,IP Address,100,136,True,2022-02-23 11:52:12,R_r133T2LhDsYvu1P,anonymous,EN,Crisfield,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,I do not care to use,Some difficulty,,,Weekly,Occasionally,Occasionally,Occasionally,Weekly,,,Occasionally,Favorable,Favorable,Neutral,I wish we had rail service to Salisbury and points north,,No,
2022-02-23 11:55:23,2022-02-23 11:59:32,IP Address,100,249,True,2022-02-23 11:59:33,R_6J1yNWNKP6i1l8l,anonymous,EN,"Princess Anne ",MARYLAND,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Never,Occasionally,Occasionally,Never,Never,,Occasionally,Somewhat Favorable,Opposed,Neutral,"Passenger train would be a neat idea. Get a train that runs from the lower shore up to the middle and upper shore ",I don’t like bike lanes. They allow bikers to get to close to the road and traffic. They can ride on the sidewalk,No,
2022-02-23 11:55:22,2022-02-23 11:59:46,IP Address,100,263,True,2022-02-23 11:59:46,R_eIEMLwlOp3lCl0t,anonymous,EN,Westover,Md,Car (own),,No difficulty,Some difficulty,Great difficulty,Some difficulty,Some difficulty,I do not care to use,,Daily,Occasionally,Never,Occasionally,Occasionally,,,Never,Somewhat Favorable,Somewhat Favorable,Opposed,,,No,
2022-02-23 11:57:39,2022-02-23 12:01:39,IP Address,100,239,True,2022-02-23 12:01:39,R_A7HhQvdagAEVDzz,anonymous,EN,Salisbury,Maryland,Car (own),,,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,,Daily,Occasionally,Never,Occasionally,Never,,,Never,Neutral,Favorable,Somewhat Favorable,This options could be good in certain situations but it would not be a norm,,Yes,Taxi service could be both a good influence or bad influence on the immediate area depending on the companies and the standards and pay they enforce or provide
2022-02-23 11:59:43,2022-02-23 12:03:57,IP Address,100,254,True,2022-02-23 12:03:58,R_egP9nNqKvbGTZWF,anonymous,EN,"Salisbury,",Maryland,Car (own),,No difficulty,,,,,,,Daily,,,,,,,Occasionally,Favorable,Favorable,Favorable,this service   is probably needed in Salisbury,,No,
2022-02-23 12:00:29,2022-02-23 12:05:25,IP Address,100,295,True,2022-02-23 12:05:25,R_3qwnZh92jmDBy04,anonymous,EN,Crisfield,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,Great difficulty,No difficulty,I do not care to use,,Daily,Never,Occasionally,Weekly,Daily,Never,,Occasionally,Favorable,Favorable,Favorable,I would welcome train service to Baltimore.  There is no taxi or uber service in Crisfield.  It is needed.,,,
2022-02-23 12:00:43,2022-02-23 12:05:36,IP Address,100,292,True,2022-02-23 12:05:36,R_2ysKjmKwWgUonda,qr,EN,Denton,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Occasionally,Occasionally,Never,Never,,,Occasionally,Neutral,Favorable,Neutral,I think bikes are a good alternative mode of transportation if people wish to use it; not as much emissions into the air and probably not as many traffic accidents as long as laws are followed,,No,
2022-02-23 12:01:43,2022-02-23 12:05:41,IP Address,100,237,True,2022-02-23 12:05:41,R_2z70R1qVdOJlk0m,anonymous,EN,"Salisbury ","Maryland ",Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,No difficulty,,,Never,Daily,Daily,Never,Never,,,Daily,Favorable,Somewhat Favorable,Opposed,,,Yes,It’s sad that 3rd world countries and cities have better public transportation than Wicomico County / SBY
2022-02-23 12:01:06,2022-02-23 12:06:29,IP Address,100,322,True,2022-02-23 12:06:29,R_2ByQrGv3dWvnJNL,anonymous,EN,salisbury,maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,No difficulty,No difficulty,,,Daily,Occasionally,Occasionally,Never,Never,,,Occasionally,Favorable,Somewhat Favorable,Favorable,it is nice to know the servvice was available if needed,,No,
2022-02-23 12:06:05,2022-02-23 12:07:48,IP Address,100,103,True,2022-02-23 12:07:49,R_1NEKWiABMCKUaSI,anonymous,EN,Eden,MD,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Never,Never,Never,Never,Never,,Occasionally,Neutral,Favorable,Neutral,,,No,
2022-02-23 12:08:19,2022-02-23 12:11:26,IP Address,100,186,True,2022-02-23 12:11:26,R_2PdukAg5geZx5Zn,anonymous,EN,"Bishopville ","Maryland ",Car (own),,No difficulty,Great difficulty,Great difficulty,I do not care to use,Great difficulty,,,Daily,Occasionally,Occasionally,Never,Occasionally,,,Weekly,Somewhat Favorable,Somewhat Favorable,Neutral,"Would be nice to have options. ",,No,
2022-02-23 12:10:22,2022-02-23 12:13:07,IP Address,100,164,True,2022-02-23 12:13:07,R_5sFYsFNpGYpDNQZ,anonymous,EN,Fruitland,MD,Car (own),,No difficulty,I do not care to use,I do not care to use,Some difficulty,Some difficulty,,,Daily,Never,Occasionally,Occasionally,Occasionally,,,Occasionally,Somewhat Favorable,Favorable,Neutral,,,No,
2022-02-23 12:10:34,2022-02-23 12:16:04,IP Address,100,330,True,2022-02-23 12:16:05,R_1ez1zyK8jnaOFHV,anonymous,EN,Berlin," Maryland",Car (own),,No difficulty,No difficulty,,No difficulty,Great difficulty,,,Daily,Never,Never,Occasionally,Occasionally,,,Occasionally,Favorable,Favorable,Favorable,"A train would be perfect for this area. Bike lanes are essential to safety, taxi's reduces time waiting for bus or train.",,No,
2022-02-23 12:14:59,2022-02-23 12:18:40,IP Address,100,221,True,2022-02-23 12:18:41,R_2rjalf6uvGk8yFf,anonymous,EN,Snow Hill,"Maryland ",Car (own),,No difficulty,No difficulty,,,,,,Daily,Daily,Never,Never,Never,,,Occasionally,Favorable,Favorable,Neutral,Bike lanes an Trains save fuel an are in some ways safer,,No,
2022-02-23 12:16:39,2022-02-23 12:19:28,IP Address,100,168,True,2022-02-23 12:19:30,R_3RsJkP4eTVrRWKw,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,I do not care to use,Great difficulty,I do not care to use,Some difficulty,I do not care to use,,Daily,Never,Occasionally,Never,Weekly,Never,,Occasionally,Favorable,Favorable,Neutral,Passenger train & bike routes would be nice options,,No,
2022-02-23 12:20:16,2022-02-23 12:23:03,IP Address,100,167,True,2022-02-23 12:23:03,R_3Uly11VuV3kz6q5,anonymous,EN,Salisbury,Maryland,Car (own),,,Great difficulty,Great difficulty,,,,,,Occasionally,Weekly,,,,,Weekly,Favorable,Somewhat Favorable,Neutral,I have zero public transit options in my area. Would love to be able to take train to Balt/DC,,No,
2022-02-23 12:21:12,2022-02-23 12:28:31,IP Address,100,439,True,2022-02-23 12:28:32,R_x48wD1BCnw45AoV,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Some difficulty,Great difficulty,I do not care to use,I do not care to use,Great difficulty,,Daily,Occasionally,Occasionally,Never,Occasionally,Occasionally,,Occasionally,Favorable,Favorable,Somewhat Opposed,"A passenger train connection, either to Baltimore or Wilmington, DE would be most convenient.","I think we have enough taxis on the road in this area; ",No,
2022-02-23 12:28:38,2022-02-23 12:31:10,IP Address,100,152,True,2022-02-23 12:31:11,R_2PySQZABRR2epTZ,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,No difficulty,I do not care to use,I do not care to use,No difficulty,,,Daily,Occasionally,Never,Never,Weekly,,,Never,Neutral,Neutral,Somewhat Favorable,,,No,
2022-02-23 12:30:54,2022-02-23 12:36:38,IP Address,100,344,True,2022-02-23 12:36:39,R_szLCEJzdQuE1FYd,anonymous,EN,"Salisbury ",MD,Other,"Walking ",Great difficulty,Great difficulty,Great difficulty,Great difficulty,I do not care to use,Some difficulty,"Walking in certain temperatures/weather conditions and later times can be dangerous ",Daily,Weekly,Occasionally,Occasionally,Never,Never,,Weekly,Somewhat Favorable,Favorable,Favorable,These new forms of transportation will help students like me who cant waste money on lyfts or Ubers but don’t have a car,,Yes,"Free transportation should be made to be 24 hrs for students at Salisbury university for safety measures "
2022-02-23 12:41:47,2022-02-23 12:44:08,IP Address,100,140,True,2022-02-23 12:44:08,R_24of3qCq27D9rZR,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,Some difficulty,I do not care to use,No clue what other is,Daily,Never,Never,Never,Weekly,,,Occasionally,Somewhat Opposed,Favorable,Neutral,,,No,
2022-02-23 12:40:50,2022-02-23 12:44:43,IP Address,100,232,True,2022-02-23 12:44:43,R_8v7jVJzqV7hWAOB,anonymous,EN,Chance,MD,Car (own),,No difficulty,I do not care to use,Great difficulty,,,,,,,,,,,,Occasionally,Neutral,Favorable,Neutral,,,Yes,Many people here might not have a car so they would be in need of transportation in order to hold down a job.
2022-02-23 12:39:49,2022-02-23 12:45:54,IP Address,100,365,True,2022-02-23 12:45:55,R_3PMm2HePYFqbrpK,anonymous,EN,Princess Anne,Maryland,Other,borrow a ride,Great difficulty,Some difficulty,Great difficulty,Some difficulty,I do not care to use,,,Daily,Daily,Occasionally,Weekly,Never,,,Occasionally,Somewhat Favorable,Somewhat Opposed,Favorable,Train would be great but probably can't afford to go to work on a train making minimum wage,Everything is too spread out to be able to reach and it would be dangerous. And people/employers would expect you to bike even when unreasonable.,Yes,There need to be more bus stops and it needs to be affordable.
2022-02-23 12:52:20,2022-02-23 12:53:18,IP Address,100,58,True,2022-02-23 12:53:19,R_3lrdrUUsjJneKdg,qr,EN,"Wicomico ",MD,Car (own),,No difficulty,,,,,,,,,,,Weekly,,,Weekly,Somewhat Favorable,Favorable,Favorable,,,,
2022-02-23 12:53:22,2022-02-23 12:54:57,IP Address,100,94,True,2022-02-23 12:54:58,R_3egj218SFU2aBiu,qr,EN,Salisbury,Maryland,Car (own),,No difficulty,No difficulty,No difficulty,No difficulty,No difficulty,No difficulty,,Daily,Never,Never,Never,Never,Never,,Never,Neutral,Neutral,Neutral,,,No,
2022-02-23 12:50:07,2022-02-23 12:55:06,IP Address,100,299,True,2022-02-23 12:55:06,R_1oBTDfGBD3oii5Y,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,No difficulty,I do not care to use,,,,Occasionally,Occasionally,Occasionally,,,,Occasionally,Favorable,Neutral,Neutral,"would love to travel to Wilmington via train to connect to NYC  or to the other side of the bridge! ",,Yes,"Public transportation is one of the major roadblocks to sustainable employment for people. The schedules do not allign with their hours and they do not run north south back and forth only in a circle.  Taxis are unreliable and do not guarantee that folks show up on time to work or school and they are expensive. Many folks do not have credit cards and cannot order a lift or uber. "
2022-02-23 12:52:36,2022-02-23 12:55:39,IP Address,100,183,True,2022-02-23 12:55:40,R_110bwynjXZsrXvE,qr,EN,Salisbury,Maryland,Car (own),,Some difficulty,Some difficulty,Great difficulty,Some difficulty,I do not care to use,I do not care to use,,Occasionally,Daily,Daily,Occasionally,Never,Never,,Weekly,Favorable,Somewhat Favorable,Neutral,Train bus and bike service will provide more accessibility to all and reduction in climate harm if we reduce individual car use.,,No,
2022-02-23 12:52:45,2022-02-23 12:57:07,IP Address,100,262,True,2022-02-23 12:57:07,R_1rBMmSlTct0ME5i,qr,EN,Dagsboro,Sussex County,Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,No difficulty,I do not care to use,,Daily,Weekly,Occasionally,Occasionally,Daily,Never,,Occasionally,Somewhat Favorable,Neutral,Somewhat Favorable,There is either none or very little ways to get around in Sussex County unless you own a car,N/A,No,
2022-02-23 12:57:51,2022-02-23 12:59:38,IP Address,100,107,True,2022-02-23 12:59:38,R_3KvU7Q5aSroto8m,anonymous,EN,Berlin,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,No difficulty,No difficulty,,,Daily,Never,Never,Occasionally,Weekly,,,Never,Opposed,Neutral,Neutral,,,No,
2022-02-23 12:59:30,2022-02-23 13:00:45,IP Address,100,75,True,2022-02-23 13:00:46,R_2WAVebzZrkkqJtQ,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23 13:04:07,2022-02-23 13:07:19,IP Address,100,191,True,2022-02-23 13:07:19,R_336YPD6oNCLweHt,anonymous,EN,"Berlin ",MD,Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Some difficulty,,Isolated area,Never,Weekly,Occasionally,Never,Daily,Occasionally,,Occasionally,Favorable,Favorable,Neutral,"Great ideas. Area is growing ",,Yes,"Safety "
2022-02-23 13:17:54,2022-02-23 13:26:59,IP Address,100,544,True,2022-02-23 13:26:59,R_2B9d0KzVPaRiRkd,anonymous,EN,Salisbury,MD - Maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,I do not care to use,Some difficulty,Some difficulty,Airplane and Ferry,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Airplane and Ferry,Occasionally,Favorable,Favorable,Somewhat Favorable,"I may occasionally use passenger train or taxi, so would like the option",,Yes,I would like a high-speed ferry to/from existing ports on the Chesapeake Bay.
2022-02-23 13:23:44,2022-02-23 13:28:34,IP Address,100,290,True,2022-02-23 13:28:35,R_3kucWBoIcm5DcGw,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,,Daily,Never,Never,Never,Never,,,Never,Neutral,Neutral,Somewhat Opposed,,I m have a concern about too many lanes for a variety of uses that impacts against older drivers primarily,Yes,"We may need more, reasonably priced and more service areas"
2022-02-23 13:23:56,2022-02-23 13:28:56,IP Address,100,300,True,2022-02-23 13:28:56,R_zbWPgTXtuOrx6F3,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Some difficulty,I do not care to use,Some difficulty,I do not care to use,I do not care to use,,Daily,Occasionally,Never,Occasionally,Never,Never,,Never,Somewhat Opposed,Somewhat Opposed,Neutral,,,Yes,Cost and effect on the envoirnment
2022-02-23 13:18:41,2022-02-23 13:31:06,IP Address,100,744,True,2022-02-23 13:31:06,R_29a0bmus6Ty0z97,anonymous,EN,Berlin,"Maryland ",Car (own),,,I do not care to use,Great difficulty,I do not care to use,I do not care to use,,,Daily,Weekly,Daily,Never,Occasionally,,,Weekly,Favorable,Favorable,Neutral,"Bike Lanes providing pedestrian safety on Rte 589/50-high traffic areas. Limited transportation at present to travel outside Lower Eastern Shore other than car. ",,No,
2022-02-23 11:32:52,2022-02-23 13:34:46,IP Address,100,7314,True,2022-02-23 13:34:46,R_2Qy7hZrY8PWzOit,anonymous,EN,"Berlin ",MD,Car (own),,No difficulty,Great difficulty,Great difficulty,No difficulty,Great difficulty,I do not care to use,,Never,Daily,Daily,Occasionally,Daily,Never,,Daily,Favorable,Favorable,Favorable,"Public Transportation is one of the most invaluable ways that the government can support the people of its district. If public transportation were to become widespread, not only would people easily be able to travel between cities on the Eastern Shore, but it would also lower the carbon footprint of our cities and towns. ",,Yes,"The limited public transportation that does exist near me has little to no advertising. If we do expand transportation, we have to do a better job at advertising it to ALL citizens."
2022-02-23 13:33:34,2022-02-23 13:37:02,IP Address,100,207,True,2022-02-23 13:37:02,R_3Kr6TpgGV3s3wCs,anonymous,EN,salisbury,MD,Car (own),,No difficulty,I do not care to use,I do not care to use,Some difficulty,I do not care to use,I do not care to use,,Daily,Occasionally,Occasionally,Occasionally,Never,Never,,Occasionally,Somewhat Favorable,Somewhat Opposed,Somewhat Favorable,would be used,would not use or do not see the need,No,
2022-02-23 13:36:14,2022-02-23 13:39:05,IP Address,100,170,True,2022-02-23 13:39:06,R_1IXmVBe06ZsDzGU,qr,EN,Salisbury,Md,Other,Car and bike,Some difficulty,Great difficulty,Great difficulty,Some difficulty,Great difficulty,No difficulty,,Daily,Occasionally,Occasionally,Occasionally,Daily,Never,,Occasionally,Favorable,Favorable,Neutral,I love public transportation,,Yes,Timing of current bus system is extremely confusing
2022-02-23 13:37:07,2022-02-23 13:39:52,IP Address,100,164,True,2022-02-23 13:39:52,R_tEuiJcisFKKVxuh,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23 13:24:09,2022-02-23 13:44:05,IP Address,100,1195,True,2022-02-23 13:44:06,R_325eNOqVTRQiWJW,anonymous,EN,"Salisbury ","Maryland ",Car (own),,Some difficulty,I do not care to use,I do not care to use,I do not care to use,No difficulty,,,Daily,Never,Never,Never,Never,,,Never,Opposed,Opposed,Neutral,,"I'm opposed to train service because our roads are overly crowded enough without adding a train lane. The current bike lanes put in have not been  utilized enough to have been worth the expense or aggravation from having roads narrowed causing traffic backups where turn lanes were eliminated. ",No,
2022-02-23 13:40:02,2022-02-23 13:44:46,IP Address,100,284,True,2022-02-23 13:44:46,R_xcrUxSoHDzSTUgF,anonymous,EN,Salisbury,Md,Car (own),,,Some difficulty,,Some difficulty,,,,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,,Occasionally,Favorable,Favorable,Favorable,More options for transportation are always welcome in a growing area.,,No,
2022-02-23 13:49:45,2022-02-23 13:55:32,IP Address,100,346,True,2022-02-23 13:55:32,R_1zu8ElvoMKJ3u8h,anonymous,EN,Mardela Springs,Maryland,Car (own),,No difficulty,I do not care to use,I do not care to use,Some difficulty,Some difficulty,I do not care to use,,Daily,Never,Never,Occasionally,Never,Never,,Never,Neutral,Opposed,Somewhat Favorable,"Taxi service from this area is very expensive so I would prefer more affordable access. ","Bike lanes that I have seen in other areas seem to cause trouble in traffic patterns. ",Yes,"There is none. "
2022-02-23 13:55:03,2022-02-23 13:56:42,IP Address,100,99,True,2022-02-23 13:56:43,R_11iuD6EKV4caGaJ,anonymous,EN,Crisfield,MD,Car (own),,No difficulty,I do not care to use,Great difficulty,Some difficulty,Some difficulty,,,Daily,Never,Occasionally,Occasionally,Weekly,,,Occasionally,Favorable,Somewhat Favorable,Favorable,"Bike lanes aren't needed. Wider shoulders and education for drivers on how not to hit bikes is needed. ",,No,
2022-02-23 14:04:13,2022-02-23 14:08:04,IP Address,100,231,True,2022-02-23 14:08:05,R_1FnxzOH40cAQPtj,anonymous,EN,Berlin,MD,Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Some difficulty,I do not care to use,,Occasionally,Weekly,Daily,Occasionally,Weekly,,,Daily,Favorable,Favorable,Somewhat Favorable,"We have very minimal public transportation in Worcester County (minus ocean city)x. I would like to eventually see a train or meteo (not underground) take us across the bridge ",,Yes,There isn’t anything besides taxis
2022-02-23 14:17:26,2022-02-23 14:19:38,IP Address,100,132,True,2022-02-23 14:19:39,R_1hXv5UPSNsoOLl8,anonymous,EN,"Salisbury ","Maryland ",Car (own),,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,Daily,Never,Never,Occasionally,Never,Never,,Never,Opposed,Opposed,Neutral,,,No,
2022-02-23 14:14:48,2022-02-23 14:22:34,IP Address,100,466,True,2022-02-23 14:22:34,R_2dSm07NADVtZXWi,anonymous,EN,salisbury,MD,Car (own),,No difficulty,Great difficulty,Great difficulty,Great difficulty,I do not care to use,I do not care to use,I cannot walk long distances,Daily,Occasionally,Occasionally,Occasionally,Never,,,Occasionally,Favorable,Opposed,Favorable,We had train service when I was a child Loved it.,No one uses the bike lanes. Waste of money.,Yes,There is nno public transportation. Some of the taxi drivers are rude . and unsafe drivers. People are afraid to report them
2022-02-23 14:23:49,2022-02-23 14:27:15,IP Address,100,205,True,2022-02-23 14:27:15,R_1q4FMpShdDisx2M,anonymous,EN,Princess Anne,MD,Car (own),,No difficulty,I do not care to use,Great difficulty,I do not care to use,I do not care to use,,,Daily,Occasionally,Weekly,Never,Never,,,Weekly,Somewhat Favorable,Somewhat Opposed,Somewhat Opposed,would not use them,,No,
2022-02-23 14:34:14,2022-02-23 14:41:55,IP Address,100,461,True,2022-02-23 14:41:56,R_24C3l4DZxuwpo6H,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Some difficulty,,,Daily,Occasionally,Occasionally,Occasionally,Occasionally,,,Occasionally,Favorable,Favorable,Favorable,We drive to wilmington DE about 6X a year to get on the northbound train there.  Some main roads still are unsafe for biking.  Wishe there were better options to shuttle to Balt/DC esp. airports,,Yes,We end up taking people to/picking up from airports (BWI and washington DC's):  Bayrunner is the only option and it's expensive
2022-02-23 14:37:34,2022-02-23 14:45:49,IP Address,100,495,True,2022-02-23 14:45:49,R_12J7nv7gm74XOu2,anonymous,EN,Deal Island,Maryland,Car (own),,,Some difficulty,,,,,,,Weekly,Weekly,Never,Never,,,Weekly,Favorable,Favorable,Favorable,Having a choice on different modes of transportation is a wonderful option. If i had bus transportation instead of using my own vehicle would save me money.,,No,
2022-02-23 14:47:39,2022-02-23 14:51:18,IP Address,100,219,True,2022-02-23 14:51:18,R_1PTcxH54Ag9T4WX,anonymous,EN,Berlin,"Maryland ",Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Some difficulty,,,Daily,Occasionally,Never,Occasionally,Occasionally,,,Weekly,Favorable,Favorable,Favorable,"It is important to have easy and effective transportation in this area because without it, it makes it extremely difficult to get by ",,No,
2022-02-23 15:14:02,2022-02-23 15:17:02,IP Address,100,180,True,2022-02-23 15:17:03,R_DBrWmuRqwjUEdP3,anonymous,EN,Ocean Pines,Md,Car (own),,No difficulty,I do not care to use,I do not care to use,I do not care to use,I do not care to use,I do not care to use,,,Occasionally,Occasionally,Occasionally,Never,Never,,Occasionally,Favorable,Favorable,Favorable,,,No,
2022-02-23 15:28:10,2022-02-23 15:32:23,IP Address,100,253,True,2022-02-23 15:32:24,R_oY83ph3J9qCvCAV,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,No difficulty,I do not care to use,,,Daily,Never,Occasionally,Occasionally,Never,,,Occasionally,Somewhat Favorable,Favorable,Somewhat Favorable,"Fortunately I don't have a need for these services.  I believe others need more options ",,No,
2022-02-23 15:26:08,2022-02-23 15:32:38,IP Address,100,389,True,2022-02-23 15:32:38,R_vVLCPiRrOaaiiyt,anonymous,EN,Westover,Maryland,Car (own),,,Great difficulty,I do not care to use,I do not care to use,I do not care to use,,,Daily,Occasionally,Never,Never,Occasionally,,,Occasionally,Favorable,Favorable,Favorable,I believe more different and easier access to other forms of transportation would be great for the area.,,No,
2022-02-23 15:26:32,2022-02-23 15:36:27,IP Address,100,595,True,2022-02-23 15:36:27,R_3fjDNzJbB3DtK7D,anonymous,EN,Parsonsburg,Maryland,Car (own),,No difficulty,I do not care to use,Great difficulty,I do not care to use,I do not care to use,,,Daily,Occasionally,Weekly,Never,Never,,,Weekly,Favorable,Opposed,Neutral,I believe that a train service would benefit the shore as long as it didn't have too many stops along the route.,"In my experience, bicyclist are often times ignorant as far as the rules of the road are concerned.",Yes,"If you increase public transportation, wouldn't you also be essentially asking for a raise in taxes in order to cover the added expense of salaries, maintenance, and infrastructure?"
2022-02-23 15:41:49,2022-02-23 15:45:46,IP Address,100,236,True,2022-02-23 15:45:46,R_3j3EvRhr37wjFkZ,anonymous,EN,Salisbury,Maryland,Car (own),,No difficulty,Great difficulty,Great difficulty,Some difficulty,Some difficulty,,,Daily,Never,Never,Occasionally,Occasionally,,,Never,Opposed,Opposed,Somewhat Opposed,,train service is not economical for this area. Bike lanes cause traffic issues and possibility of accidents,No,
2022-02-23 15:36:21,2022-02-23 15:48:12,IP Address,100,711,True,2022-02-23 15:48:12,R_rjrlW57KfVOQ797,anonymous,EN,Crisfield,MD,Car (own),,No difficulty,I do not care to use,,Some difficulty,No difficulty,,Note:  there are no passenger trains on the lower shore of Maryland,Daily,,,,,,,Weekly,Neutral,Favorable,Neutral,"Alternate forms of transportation are personally not needed.  However, for many , improved and expanded bus service is critically needed.  Train service is not practical for Crisfield, but having nearby availability [Pocomoke, Princess Anne] would be very advantageous to points north like Salisbury.",,Yes,"Bus service in our area [ Crisfield] is primarily used by the disadvantaged population [ no personal transportation, or limited].  Have no idea of ridership numbers, but obvious that more ""pickup"" locations are needed. "
2022-02-23 16:01:06,2022-02-23 16:04:25,IP Address,100,199,True,2022-02-23 16:04:26,R_3mY6N0K8EPIWAq5,anonymous,EN,Salisbury,MD,Car (own),,No difficulty,No difficulty,I do not care to use,No difficulty,I do not care to use,,,Daily,Occasionally,Never,Never,,,,Occasionally,Favorable,Neutral,Neutral,,,No,
2022-02-16 16:05:06,2022-02-16 16:05:19,IP Address,6,13,False,2022-02-23 16:05:20,R_1IrV58JfYYtOGzf,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-16 16:05:05,2022-02-16 16:05:42,IP Address,18,36,False,2022-02-23 16:05:43,R_1Nry1cPsCLshCv3,qr,EN,"Waldorf ",Maryland,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-16 16:03:36,2022-02-16 16:05:56,IP Address,41,140,False,2022-02-23 16:05:57,R_eu3rRi2Sj6OgJWh,qr,EN,Salisbury,"Maryland ",Car (own),,No difficulty,Some difficulty,I do not care to use,Great difficulty,I do not care to use,I do not care to use,,,,,,,,,,,,,,,,
2022-02-16 16:03:14,2022-02-16 16:05:58,IP Address,76,163,False,2022-02-23 16:06:07,R_2xLd129jPDyCR8a,qr,EN,Salisbury,Maryland,Car (own),,Some difficulty,No difficulty,No difficulty,No difficulty,No difficulty,No difficulty,,Daily,Occasionally,Never,Occasionally,Occasionally,,,Occasionally,Somewhat Favorable,Somewhat Favorable,Favorable,,,,
